DM_Data_input.Data,DM_input.Address,MemRead.Enable,MemWrite.Enable,DM_Output.Data
00000000000000000000000000000000,00000000000000000000000000000000,0,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000000001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000000010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000000011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000000100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000000101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000000110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000000111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000001000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000001001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000001010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000001011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000001100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000001101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000001110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000001111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000010000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000010001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000010010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000010011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000010100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000010101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000010110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000010111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000011000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000011001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000011010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000011011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000011100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000011101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000011110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000011111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000100000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000100001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000100010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000100011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000100100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000100101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000100110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000100111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000101000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000101001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000101010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000101011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000101100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000101101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000101110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000101111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000110000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000110001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000110010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000110011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000110100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000110101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000110110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000110111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000111000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000111001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000111010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000111011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000111100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000111101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000111110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000000111111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001000000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001000001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001000010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001000011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001000100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001000101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001000110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001000111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001001000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001001001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001001010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001001011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001001100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001001101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001001110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001001111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001010000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001010001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001010010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001010011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001010100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001010101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001010110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001010111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001011000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001011001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001011010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001011011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001011100,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001011101,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001011110,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001011111,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001100000,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001100001,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001100010,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001100011,1,0,00000000000000000000000000000000
00000000000000000000000000000000,00000000000000000000000001100011,1,0,00000000000000000000000000000000
00000000000000000000000100101001,00000000000000000000000000000100,0,1,00000000000000000000000000000000
00000000000000000000000100101001,00000000000000000000000000000100,1,0,00000000000000000000000100101001
00000000000000000000010010110000,00000000000000000000000000000110,0,0,00000000000000000000000100101001
00000000000000000000010010110000,00000000000000000000000000000110,1,0,00000000000000000000000000000000
00000000000000000000000001010111,00000000000000000000000000000000,0,1,00000000000000000000000000000000
00000000000000000000000001011000,00000000000000000000000000000001,0,1,00000000000000000000000000000000
00000000000000000000000001011001,00000000000000000000000000000010,0,1,00000000000000000000000000000000
00000000000000000000000001011010,00000000000000000000000000000011,0,1,00000000000000000000000000000000
00000000000000000000000001011011,00000000000000000000000000000100,0,1,00000000000000000000000000000000
00000000000000000000000001011100,00000000000000000000000000000101,0,1,00000000000000000000000000000000
00000000000000000000000001011101,00000000000000000000000000000110,0,1,00000000000000000000000000000000
00000000000000000000000001011110,00000000000000000000000000000111,0,1,00000000000000000000000000000000
00000000000000000000000001011111,00000000000000000000000000001000,0,1,00000000000000000000000000000000
00000000000000000000000001100000,00000000000000000000000000001001,0,1,00000000000000000000000000000000
00000000000000000000000001100001,00000000000000000000000000001010,0,1,00000000000000000000000000000000
00000000000000000000000001100010,00000000000000000000000000001011,0,1,00000000000000000000000000000000
00000000000000000000000001100011,00000000000000000000000000001100,0,1,00000000000000000000000000000000
00000000000000000000000001100100,00000000000000000000000000001101,0,1,00000000000000000000000000000000
00000000000000000000000001100101,00000000000000000000000000001110,0,1,00000000000000000000000000000000
00000000000000000000000001100110,00000000000000000000000000001111,0,1,00000000000000000000000000000000
00000000000000000000000001100111,00000000000000000000000000010000,0,1,00000000000000000000000000000000
00000000000000000000000001101000,00000000000000000000000000010001,0,1,00000000000000000000000000000000
00000000000000000000000001101001,00000000000000000000000000010010,0,1,00000000000000000000000000000000
00000000000000000000000001101010,00000000000000000000000000010011,0,1,00000000000000000000000000000000
00000000000000000000000001101011,00000000000000000000000000010100,0,1,00000000000000000000000000000000
00000000000000000000000001101100,00000000000000000000000000010101,0,1,00000000000000000000000000000000
00000000000000000000000001101101,00000000000000000000000000010110,0,1,00000000000000000000000000000000
00000000000000000000000001101110,00000000000000000000000000010111,0,1,00000000000000000000000000000000
00000000000000000000000001101111,00000000000000000000000000011000,0,1,00000000000000000000000000000000
00000000000000000000000001110000,00000000000000000000000000011001,0,1,00000000000000000000000000000000
00000000000000000000000001110001,00000000000000000000000000011010,0,1,00000000000000000000000000000000
00000000000000000000000001110010,00000000000000000000000000011011,0,1,00000000000000000000000000000000
00000000000000000000000001110011,00000000000000000000000000011100,0,1,00000000000000000000000000000000
00000000000000000000000001110100,00000000000000000000000000011101,0,1,00000000000000000000000000000000
00000000000000000000000001110101,00000000000000000000000000011110,0,1,00000000000000000000000000000000
00000000000000000000000001110110,00000000000000000000000000011111,0,1,00000000000000000000000000000000
00000000000000000000000001110111,00000000000000000000000000100000,0,1,00000000000000000000000000000000
00000000000000000000000001111000,00000000000000000000000000100001,0,1,00000000000000000000000000000000
00000000000000000000000001111001,00000000000000000000000000100010,0,1,00000000000000000000000000000000
00000000000000000000000001111010,00000000000000000000000000100011,0,1,00000000000000000000000000000000
00000000000000000000000001111011,00000000000000000000000000100100,0,1,00000000000000000000000000000000
00000000000000000000000001111100,00000000000000000000000000100101,0,1,00000000000000000000000000000000
00000000000000000000000001111101,00000000000000000000000000100110,0,1,00000000000000000000000000000000
00000000000000000000000001111110,00000000000000000000000000100111,0,1,00000000000000000000000000000000
00000000000000000000000001111111,00000000000000000000000000101000,0,1,00000000000000000000000000000000
00000000000000000000000010000000,00000000000000000000000000101001,0,1,00000000000000000000000000000000
00000000000000000000000010000001,00000000000000000000000000101010,0,1,00000000000000000000000000000000
00000000000000000000000010000010,00000000000000000000000000101011,0,1,00000000000000000000000000000000
00000000000000000000000010000011,00000000000000000000000000101100,0,1,00000000000000000000000000000000
00000000000000000000000010000100,00000000000000000000000000101101,0,1,00000000000000000000000000000000
00000000000000000000000010000101,00000000000000000000000000101110,0,1,00000000000000000000000000000000
00000000000000000000000010000110,00000000000000000000000000101111,0,1,00000000000000000000000000000000
00000000000000000000000010000111,00000000000000000000000000110000,0,1,00000000000000000000000000000000
00000000000000000000000010001000,00000000000000000000000000110001,0,1,00000000000000000000000000000000
00000000000000000000000010001001,00000000000000000000000000110010,0,1,00000000000000000000000000000000
00000000000000000000000010001010,00000000000000000000000000110011,0,1,00000000000000000000000000000000
00000000000000000000000010001011,00000000000000000000000000110100,0,1,00000000000000000000000000000000
00000000000000000000000010001100,00000000000000000000000000110101,0,1,00000000000000000000000000000000
00000000000000000000000010001101,00000000000000000000000000110110,0,1,00000000000000000000000000000000
00000000000000000000000010001110,00000000000000000000000000110111,0,1,00000000000000000000000000000000
00000000000000000000000010001111,00000000000000000000000000111000,0,1,00000000000000000000000000000000
00000000000000000000000010010000,00000000000000000000000000111001,0,1,00000000000000000000000000000000
00000000000000000000000010010001,00000000000000000000000000111010,0,1,00000000000000000000000000000000
00000000000000000000000010010010,00000000000000000000000000111011,0,1,00000000000000000000000000000000
00000000000000000000000010010011,00000000000000000000000000111100,0,1,00000000000000000000000000000000
00000000000000000000000010010100,00000000000000000000000000111101,0,1,00000000000000000000000000000000
00000000000000000000000010010101,00000000000000000000000000111110,0,1,00000000000000000000000000000000
00000000000000000000000010010110,00000000000000000000000000111111,0,1,00000000000000000000000000000000
00000000000000000000000010010111,00000000000000000000000001000000,0,1,00000000000000000000000000000000
00000000000000000000000010011000,00000000000000000000000001000001,0,1,00000000000000000000000000000000
00000000000000000000000010011001,00000000000000000000000001000010,0,1,00000000000000000000000000000000
00000000000000000000000010011010,00000000000000000000000001000011,0,1,00000000000000000000000000000000
00000000000000000000000010011011,00000000000000000000000001000100,0,1,00000000000000000000000000000000
00000000000000000000000010011100,00000000000000000000000001000101,0,1,00000000000000000000000000000000
00000000000000000000000010011101,00000000000000000000000001000110,0,1,00000000000000000000000000000000
00000000000000000000000010011110,00000000000000000000000001000111,0,1,00000000000000000000000000000000
00000000000000000000000010011111,00000000000000000000000001001000,0,1,00000000000000000000000000000000
00000000000000000000000010100000,00000000000000000000000001001001,0,1,00000000000000000000000000000000
00000000000000000000000010100001,00000000000000000000000001001010,0,1,00000000000000000000000000000000
00000000000000000000000010100010,00000000000000000000000001001011,0,1,00000000000000000000000000000000
00000000000000000000000010100011,00000000000000000000000001001100,0,1,00000000000000000000000000000000
00000000000000000000000010100100,00000000000000000000000001001101,0,1,00000000000000000000000000000000
00000000000000000000000010100101,00000000000000000000000001001110,0,1,00000000000000000000000000000000
00000000000000000000000010100110,00000000000000000000000001001111,0,1,00000000000000000000000000000000
00000000000000000000000010100111,00000000000000000000000001010000,0,1,00000000000000000000000000000000
00000000000000000000000010101000,00000000000000000000000001010001,0,1,00000000000000000000000000000000
00000000000000000000000010101001,00000000000000000000000001010010,0,1,00000000000000000000000000000000
00000000000000000000000010101010,00000000000000000000000001010011,0,1,00000000000000000000000000000000
00000000000000000000000010101011,00000000000000000000000001010100,0,1,00000000000000000000000000000000
00000000000000000000000010101100,00000000000000000000000001010101,0,1,00000000000000000000000000000000
00000000000000000000000010101101,00000000000000000000000001010110,0,1,00000000000000000000000000000000
00000000000000000000000010101110,00000000000000000000000001010111,0,1,00000000000000000000000000000000
00000000000000000000000010101111,00000000000000000000000001011000,0,1,00000000000000000000000000000000
00000000000000000000000010110000,00000000000000000000000001011001,0,1,00000000000000000000000000000000
00000000000000000000000010110001,00000000000000000000000001011010,0,1,00000000000000000000000000000000
00000000000000000000000010110010,00000000000000000000000001011011,0,1,00000000000000000000000000000000
00000000000000000000000010110011,00000000000000000000000001011100,0,1,00000000000000000000000000000000
00000000000000000000000010110100,00000000000000000000000001011101,0,1,00000000000000000000000000000000
00000000000000000000000010110101,00000000000000000000000001011110,0,1,00000000000000000000000000000000
00000000000000000000000010110110,00000000000000000000000001011111,0,1,00000000000000000000000000000000
00000000000000000000000010110111,00000000000000000000000001100000,0,1,00000000000000000000000000000000
00000000000000000000000010111000,00000000000000000000000001100001,0,1,00000000000000000000000000000000
00000000000000000000000010111001,00000000000000000000000001100010,0,1,00000000000000000000000000000000
00000000000000000000000010111010,00000000000000000000000001100011,0,1,00000000000000000000000000000000
00000000000000000000000010111010,00000000000000000000000000000001,1,0,00000000000000000000000001011000
00000000000000000000000010111010,00000000000000000000000000000010,1,0,00000000000000000000000001011001
00000000000000000000000010111010,00000000000000000000000000000011,1,0,00000000000000000000000001011010
00000000000000000000000010111010,00000000000000000000000000000100,1,0,00000000000000000000000001011011
00000000000000000000000010111010,00000000000000000000000000000101,1,0,00000000000000000000000001011100
00000000000000000000000010111010,00000000000000000000000000000110,1,0,00000000000000000000000001011101
00000000000000000000000010111010,00000000000000000000000000000111,1,0,00000000000000000000000001011110
00000000000000000000000010111010,00000000000000000000000000001000,1,0,00000000000000000000000001011111
00000000000000000000000010111010,00000000000000000000000000001001,1,0,00000000000000000000000001100000
00000000000000000000000010111010,00000000000000000000000000001010,1,0,00000000000000000000000001100001
00000000000000000000000010111010,00000000000000000000000000001011,1,0,00000000000000000000000001100010
00000000000000000000000010111010,00000000000000000000000000001100,1,0,00000000000000000000000001100011
00000000000000000000000010111010,00000000000000000000000000001101,1,0,00000000000000000000000001100100
00000000000000000000000010111010,00000000000000000000000000001110,1,0,00000000000000000000000001100101
00000000000000000000000010111010,00000000000000000000000000001111,1,0,00000000000000000000000001100110
00000000000000000000000010111010,00000000000000000000000000010000,1,0,00000000000000000000000001100111
00000000000000000000000010111010,00000000000000000000000000010001,1,0,00000000000000000000000001101000
00000000000000000000000010111010,00000000000000000000000000010010,1,0,00000000000000000000000001101001
00000000000000000000000010111010,00000000000000000000000000010011,1,0,00000000000000000000000001101010
00000000000000000000000010111010,00000000000000000000000000010100,1,0,00000000000000000000000001101011
00000000000000000000000010111010,00000000000000000000000000010101,1,0,00000000000000000000000001101100
00000000000000000000000010111010,00000000000000000000000000010110,1,0,00000000000000000000000001101101
00000000000000000000000010111010,00000000000000000000000000010111,1,0,00000000000000000000000001101110
00000000000000000000000010111010,00000000000000000000000000011000,1,0,00000000000000000000000001101111
00000000000000000000000010111010,00000000000000000000000000011001,1,0,00000000000000000000000001110000
00000000000000000000000010111010,00000000000000000000000000011010,1,0,00000000000000000000000001110001
00000000000000000000000010111010,00000000000000000000000000011011,1,0,00000000000000000000000001110010
00000000000000000000000010111010,00000000000000000000000000011100,1,0,00000000000000000000000001110011
00000000000000000000000010111010,00000000000000000000000000011101,1,0,00000000000000000000000001110100
00000000000000000000000010111010,00000000000000000000000000011110,1,0,00000000000000000000000001110101
00000000000000000000000010111010,00000000000000000000000000011111,1,0,00000000000000000000000001110110
00000000000000000000000010111010,00000000000000000000000000100000,1,0,00000000000000000000000001110111
00000000000000000000000010111010,00000000000000000000000000100001,1,0,00000000000000000000000001111000
00000000000000000000000010111010,00000000000000000000000000100010,1,0,00000000000000000000000001111001
00000000000000000000000010111010,00000000000000000000000000100011,1,0,00000000000000000000000001111010
00000000000000000000000010111010,00000000000000000000000000100100,1,0,00000000000000000000000001111011
00000000000000000000000010111010,00000000000000000000000000100101,1,0,00000000000000000000000001111100
00000000000000000000000010111010,00000000000000000000000000100110,1,0,00000000000000000000000001111101
00000000000000000000000010111010,00000000000000000000000000100111,1,0,00000000000000000000000001111110
00000000000000000000000010111010,00000000000000000000000000101000,1,0,00000000000000000000000001111111
00000000000000000000000010111010,00000000000000000000000000101001,1,0,00000000000000000000000010000000
00000000000000000000000010111010,00000000000000000000000000101010,1,0,00000000000000000000000010000001
00000000000000000000000010111010,00000000000000000000000000101011,1,0,00000000000000000000000010000010
00000000000000000000000010111010,00000000000000000000000000101100,1,0,00000000000000000000000010000011
00000000000000000000000010111010,00000000000000000000000000101101,1,0,00000000000000000000000010000100
00000000000000000000000010111010,00000000000000000000000000101110,1,0,00000000000000000000000010000101
00000000000000000000000010111010,00000000000000000000000000101111,1,0,00000000000000000000000010000110
00000000000000000000000010111010,00000000000000000000000000110000,1,0,00000000000000000000000010000111
00000000000000000000000010111010,00000000000000000000000000110001,1,0,00000000000000000000000010001000
00000000000000000000000010111010,00000000000000000000000000110010,1,0,00000000000000000000000010001001
00000000000000000000000010111010,00000000000000000000000000110011,1,0,00000000000000000000000010001010
00000000000000000000000010111010,00000000000000000000000000110100,1,0,00000000000000000000000010001011
00000000000000000000000010111010,00000000000000000000000000110101,1,0,00000000000000000000000010001100
00000000000000000000000010111010,00000000000000000000000000110110,1,0,00000000000000000000000010001101
00000000000000000000000010111010,00000000000000000000000000110111,1,0,00000000000000000000000010001110
00000000000000000000000010111010,00000000000000000000000000111000,1,0,00000000000000000000000010001111
00000000000000000000000010111010,00000000000000000000000000111001,1,0,00000000000000000000000010010000
00000000000000000000000010111010,00000000000000000000000000111010,1,0,00000000000000000000000010010001
00000000000000000000000010111010,00000000000000000000000000111011,1,0,00000000000000000000000010010010
00000000000000000000000010111010,00000000000000000000000000111100,1,0,00000000000000000000000010010011
00000000000000000000000010111010,00000000000000000000000000111101,1,0,00000000000000000000000010010100
00000000000000000000000010111010,00000000000000000000000000111110,1,0,00000000000000000000000010010101
00000000000000000000000010111010,00000000000000000000000000111111,1,0,00000000000000000000000010010110
00000000000000000000000010111010,00000000000000000000000001000000,1,0,00000000000000000000000010010111
00000000000000000000000010111010,00000000000000000000000001000001,1,0,00000000000000000000000010011000
00000000000000000000000010111010,00000000000000000000000001000010,1,0,00000000000000000000000010011001
00000000000000000000000010111010,00000000000000000000000001000011,1,0,00000000000000000000000010011010
00000000000000000000000010111010,00000000000000000000000001000100,1,0,00000000000000000000000010011011
00000000000000000000000010111010,00000000000000000000000001000101,1,0,00000000000000000000000010011100
00000000000000000000000010111010,00000000000000000000000001000110,1,0,00000000000000000000000010011101
00000000000000000000000010111010,00000000000000000000000001000111,1,0,00000000000000000000000010011110
00000000000000000000000010111010,00000000000000000000000001001000,1,0,00000000000000000000000010011111
00000000000000000000000010111010,00000000000000000000000001001001,1,0,00000000000000000000000010100000
00000000000000000000000010111010,00000000000000000000000001001010,1,0,00000000000000000000000010100001
00000000000000000000000010111010,00000000000000000000000001001011,1,0,00000000000000000000000010100010
00000000000000000000000010111010,00000000000000000000000001001100,1,0,00000000000000000000000010100011
00000000000000000000000010111010,00000000000000000000000001001101,1,0,00000000000000000000000010100100
00000000000000000000000010111010,00000000000000000000000001001110,1,0,00000000000000000000000010100101
00000000000000000000000010111010,00000000000000000000000001001111,1,0,00000000000000000000000010100110
00000000000000000000000010111010,00000000000000000000000001010000,1,0,00000000000000000000000010100111
00000000000000000000000010111010,00000000000000000000000001010001,1,0,00000000000000000000000010101000
00000000000000000000000010111010,00000000000000000000000001010010,1,0,00000000000000000000000010101001
00000000000000000000000010111010,00000000000000000000000001010011,1,0,00000000000000000000000010101010
00000000000000000000000010111010,00000000000000000000000001010100,1,0,00000000000000000000000010101011
00000000000000000000000010111010,00000000000000000000000001010101,1,0,00000000000000000000000010101100
00000000000000000000000010111010,00000000000000000000000001010110,1,0,00000000000000000000000010101101
00000000000000000000000010111010,00000000000000000000000001010111,1,0,00000000000000000000000010101110
00000000000000000000000010111010,00000000000000000000000001011000,1,0,00000000000000000000000010101111
00000000000000000000000010111010,00000000000000000000000001011001,1,0,00000000000000000000000010110000
00000000000000000000000010111010,00000000000000000000000001011010,1,0,00000000000000000000000010110001
00000000000000000000000010111010,00000000000000000000000001011011,1,0,00000000000000000000000010110010
00000000000000000000000010111010,00000000000000000000000001011100,1,0,00000000000000000000000010110011
00000000000000000000000010111010,00000000000000000000000001011101,1,0,00000000000000000000000010110100
00000000000000000000000010111010,00000000000000000000000001011110,1,0,00000000000000000000000010110101
00000000000000000000000010111010,00000000000000000000000001011111,1,0,00000000000000000000000010110110
00000000000000000000000010111010,00000000000000000000000001100000,1,0,00000000000000000000000010110111
00000000000000000000000010111010,00000000000000000000000001100001,1,0,00000000000000000000000010111000
00000000000000000000000010111010,00000000000000000000000001100010,1,0,00000000000000000000000010111001
00000000000000000000000010111010,00000000000000000000000001100011,1,0,00000000000000000000000010111010
00000000000000000000000010111010,00000000000000000000000001100011,1,0,00000000000000000000000010111010
00000000000000000000000010111010,00000000000000000000000001100011,1,0,00000000000000000000000010111010
